category,title,company,location,salary_min,salary_max,salary_mid,days_ago,detail_url,description
Engineering,Civil Engineering Intern - Biyagama,Ocean Lanka (Pvt) Ltd,Colombo,,,,11.0,https://ikman.lk/en/ad/civil-engineering-intern-biyagama-colombo,"Civil Engineering Intern Undergraduate or diploma holder in a related field. Strong teamwork skills. Good communication skills. Positive attitude and team spirit. Candidates from Biyagama or nearby areas are encouraged to apply. Assisting the engineering team with civil/structural projects related to factory infrastructure and maintenance. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. Opportunity to work at Sri Lankas largest textile manufacturer with a global reputation. Exposure to world-class manufacturing practices and international quality standards. Gain hands-on experience with a dynamic and professional team. If you feel you are the right individual for the above position, then kindly send your CV to pramodya.i@oceanlanka.lk or contact . & pramodya.i@oceanlanka.lk"
Engineering,Civil Engineering Intern - Biyagama,Ocean Lanka (Pvt) Ltd,Kalutara,,,,11.0,https://ikman.lk/en/ad/civil-engineering-intern-biyagama-kalutara,"Civil Engineering Intern Undergraduate or diploma holder in a related field. Strong teamwork skills. Good communication skills. Positive attitude and team spirit. Candidates from Biyagama or nearby areas are encouraged to apply. Assisting the engineering team with civil/structural projects related to factory infrastructure and maintenance. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. Opportunity to work at Sri Lankas largest textile manufacturer with a global reputation. Exposure to world-class manufacturing practices and international quality standards. Gain hands-on experience with a dynamic and professional team. If you feel you are the right individual for the above position, then kindly send your CV to pramodya.i@oceanlanka.lk or contact . & pramodya.i@oceanlanka.lk"
Engineering,Manager â Solar Engineering,Manager â Solar Engineering,Colombo,,,,11.0,https://ikman.lk/en/ad/manager-solar-engineering-colombo,"What We Are Looking For
Bachelor s Degree in Electrical Engineering, Renewable Energy Engineering, or a related field.
Proven experience in managing commercial and industrial solar projects (minimum 2 year ), with a minimum of 2 years in a managerial or supervisory capacity.
Associate membership of IESL will be an added advantage.
Key Responsibilities
Lead end to end solar engineering projects from planning to maintenance, ensuring timely delivery and quality outcomes
Ensure compliance with industry standards, safety regulations, and company policies
Develop and implement strategies to improve efficiency, resource utilization, and business performance
Provide technical leadership to project teams while promoting innovation, accountability, and continuous improvement
How to Apply
If you believe you are the right fit, please send your updated CV to the email below.
Please mention the applied position in the subject line of your email Email recruitment@abanservice.lk"
Engineering,Electrical Engineer / Assistant â Solar Engineering,Electrical Engineer / Assistant â Solar Engineering,Colombo,,,,11.0,https://ikman.lk/en/ad/electrical-engineer-assistant-solar-engineering-colombo,"What We Are Looking For
Bachelors Degree (BSc/BEng), Higher National Diploma (HND), or National Diploma in Technology (NDT) in Electrical Engineering.
Strong technical knowledge and competency in electrical systems.
Minimum of 3 years experience in the solar or electrical engineering field.
Key Responsibilities
Lead end-to-end solar engineering projects from design to maintenance.
Provide technical guidance to teams and customers.
Coordinate with clients, contractors, suppliers, and authorities for smooth project execution.
Oversee site inspections, installation activities, and quality assurance processes.
Ensure compliance with engineering standards, safety regulations, and company policies.
Drive continuous improvement in design, execution, and operational efficiency
How to Apply
If you believe you are the right fit, please send your updated CV to the email below.
Please mention the applied position in the subject line of your email Email recruitment@abanservice.lk +94 76 357 9354"
Engineering,Site Engineer,Meezan engineering,Colombo,75000.0,200000.0,137500.0,13.0,https://ikman.lk/en/ad/site-engineer-colombo-59,"Location Colombo 11 (Pettah)
We are seeking a proactive and experienced Site Engineer to oversee construction activities and ensure projects are completed safely, on time, and to the required quality standards.
Responsibilities Supervise day-to-day site operations and construction activities. Coordinate with consultants, subcontractors, suppliers, and project teams. Monitor work progress, quality, and compliance with approved drawings and specifications. Prepare site reports, work schedules, and progress updates. Ensure adherence to health and safety requirements. Assist in planning, material management, and project execution.
Requirements Degree or Diploma in Civil Engineering or related field. Minimum 2 years of site experience in building construction projects. Ability to read and interpret construction drawings. Strong leadership, communication, and problem-solving skills. Proficiency in MS Office and construction documentation.
What We Offer Competitive salary package. Career development opportunities. Exposure to commercial and mixed-use development projects. Location Colombo 11 (Pettah) 077 323 5090 / 077 340 0581 ibrahimashraff@outlook.com"
Engineering,Assistant Site Engineer - Nugegoda,Lyceum Global Holdings (Private) Limited,Colombo,,,,14.0,https://ikman.lk/en/ad/assistant-site-engineer-nugegoda-colombo-1,"ASSISTANT SITE ENGINEER WE ARE HIRING Join our growing construction team as an Assistant Site Engineer. Site Supervision 24 . Civil Engineering / Construction Diploma (Degree ). . . . . Drawing Specifications . Site Quality Standards . Site Safety Procedures Construction Best Practices . Contractors, Consultants Stakeholders . . .
Send your CV WhatsApp Email Careers@lyceum.lk
Hiring AssistantSiteEngineer ConstructionJobs CivilEngineering VacancySriLanka"
Engineering,Mechanical Engineer,Janatha Steel,Colombo,,,,16.0,https://ikman.lk/en/ad/mechanical-engineer-colombo-9,"Mechanical Engineer (Production & Maintenance) BE / B.Tech (Mech) or Diploma in Mechanical Engineering 03 years of experience Knowledge in Machine Operation Knowledge in Quality Control Ability to read Technical Drawings Fresh graduates or early-career mechanical engineers Strong understanding of production and maintenance processes Detail-oriented with problem-solving skills Ability to work in a steel/manufacturing environment Passion for engineering and continuous improvement Oversee production operations and machinery maintenance Ensure quality control standards are met Interpret and work with technical drawings Troubleshoot mechanical issues in the production line Support continuous improvement initiatives in the plant Role Mechanical Engineer (Production & Maintenance) Company Janatha Steel Strength & Innovation Location Colombo, Sri Lanka Experience Level 03 years Qualification BE/B.Tech (Mech) / Diploma Industry Steel / Manufacturing We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via Apply Now of this advert. WE HIGHLY INFORM ALL THE CANDIDATES TO MENTION A VALID MOBILE NUMBER & IT IS COMPULSORY TO ATTACH YOUR CV BY UPDATING YOUR IKMAN RESUME janathhrawillam57@gmail.com"
Engineering,Mechanical Engineer,Janatha Steel,Colombo,,,,16.0,https://ikman.lk/en/ad/mechanical-engineer-colombo-8,"Mechanical Engineer (Production & Maintenance) BE / B.Tech (Mech) or Diploma in Mechanical Engineering 03 years of experience Knowledge in Machine Operation Knowledge in Quality Control Ability to read Technical Drawings Fresh graduates or early-career mechanical engineers Strong understanding of production and maintenance processes Detail-oriented with problem-solving skills Ability to work in a steel/manufacturing environment Passion for engineering and continuous improvement Oversee production operations and machinery maintenance Ensure quality control standards are met Interpret and work with technical drawings Troubleshoot mechanical issues in the production line Support continuous improvement initiatives in the plant Role Mechanical Engineer (Production & Maintenance) Company Janatha Steel Strength & Innovation Location Colombo, Sri Lanka Experience Level 03 years Qualification BE/B.Tech (Mech) / Diploma Industry Steel / Manufacturing We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via Apply Now of this advert. WE HIGHLY INFORM ALL THE CANDIDATES TO MENTION A VALID MOBILE NUMBER & IT IS COMPULSORY TO ATTACH YOUR CV BY UPDATING YOUR IKMAN RESUME janathhrawillam57@gmail.com"
Engineering,à¶à¶à¶¢à·à¶±à·à¶»à·,Construction Company,Colombo,,,,16.0,https://ikman.lk/en/ad/injineeru-colombo,"Engineer
Experience in the relevant field
Salary - Interview
Nobel Tower
Kirulapone Colombo 05.
Number 077 188 9999 - 05. 077 188 9999"
Engineering,Electrical Technician,Siyasra Hotel,Gampaha,,,,17.0,https://ikman.lk/en/ad/electrical-technician-gampaha-7,"Vacancy Electrical Technician
Siyasra Hotel
We are seeking a skilled and reliable Electrical Technician to join our maintenance team.
Key Responsibilities Install, inspect, and repair electrical systems and equipment Troubleshoot electrical faults and power issues Maintain generators, lighting systems, and control panels Carry out preventive maintenance activities Ensure all electrical work complies with safety standards Maintain records of repairs and maintenance work
Requirements Experience in electrical maintenance and troubleshooting Knowledge of electrical wiring, control panels, and generators Ability to work independently and as part of a team Technical or vocational qualifications in Electrical Engineering are an advantage Previous hotel or commercial building experience will be an added advantage Work Location Siyasra Hotel Contact Directly +94 75 068 8999
Join our team and build your career with Siyasra Hotel"
Engineering,Qualified Automobile Engineer,Lecs International Pvt Ltd,Colombo,,,,19.0,https://ikman.lk/en/ad/qualified-automobile-engineer-colombo,We are into Automobile engineering business and specialised in Hydraulic Cranes and related machinery.
Engineering,Civil Engineer - Dehiwala,Private Company,Colombo,,,,21.0,https://ikman.lk/en/ad/civil-engineer-dehiwala-colombo,"(Civil Engineer) . / Intern , ( ) CV WhatsApp We are currently seeking suitable candidates for the position of Civil Engineer. Both experienced candidates and interns are welcome to apply Applications are open to male and female candidates Candidates residing in Colombo and surrounding areas will be given priority Applicants from other areas may also apply however, accommodation will not be provided (candidates must arrange their own lodging) How to Apply Please send your CV via WhatsApp to the number below"
Engineering,Junior Engineer - Colombo 01,Global HR Solutions (Pvt) Ltd,Colombo,,,,26.0,https://ikman.lk/en/ad/junior-engineer-colombo-01-colombo,"KICK-START YOUR ENGINEERING CAREER TODAY Junior Engineer Interior Works
Location Colombo 01
Company Global HR Solutions (Pvt) Ltd
Type Contract Basis
We are looking for a Junior Engineer Interior Works to support interior construction and fit-out projects. The selected candidate will assist in site supervision, coordination, and project execution.
Responsibilities
Assist in interior site work and project activities
Supervise ongoing site work and report progress
Coordinate with contractors and site teams
Check drawings and follow project instructions
Ensure work is done as per quality and safety standards
Prepare basic site reports
Requirements
Degree in Civil Engineering or related field
Fresh graduates are welcome
Basic knowledge of interior works is an advantage
Able to read drawings and use MS Office
Good communication and teamwork skills
Age below 30
Apply Now
outsource@humanresources.lk (Whatsapp)"
Engineering,Junior Engineer,Global HR Solutions (Pvt) Ltd,Colombo,,,,26.0,https://ikman.lk/en/ad/junior-engineer-colombo,"KICK-START YOUR ENGINEERING CAREER TODAY Junior Engineer Interior Works
Location Colombo 01
Company Global HR Solutions (Pvt) Ltd
Type Contract Basis
We are looking for a Junior Engineer Interior Works to support interior construction and fit-out projects. The selected candidate will assist in site supervision, coordination, and project execution.
Responsibilities
Assist in interior site work and project activities
Supervise ongoing site work and report progress
Coordinate with contractors and site teams
Check drawings and follow project instructions
Ensure work is done as per quality and safety standards
Prepare basic site reports
Requirements
Degree in Civil Engineering or related field
Fresh graduates are welcome
Basic knowledge of interior works is an advantage
Able to read drawings and use MS Office
Good communication and teamwork skills
Age below 30
Apply Now
outsource@humanresources.lk (Whatsapp)"
Engineering,Junior Maintenance Officer,Metropolitan Technologies (Pvt) Ltd,Colombo,,,,28.0,https://ikman.lk/en/ad/junior-maintenance-officer-colombo-2,"WE ARE HIRING
Junior Maintenance Officer
Department Group Administration Department
We are looking for a dynamic and technically competent Junior Maintenance Officer to support the smooth functioning of facility operations and maintenance activities. The ideal candidate should possess hands-on experience in electrical systems, facility maintenance, and troubleshooting while ensuring a safe and efficient working environment. Responsibilities align with electrical maintenance, power systems, facility upkeep, safety compliance, vendor coordination, and maintenance documentation activities.
Key Responsibilities Carry out routine maintenance and troubleshooting of electrical systems and office facilities Support maintenance of power distribution systems, generators, UPS systems, and backup infrastructure Perform preventive and corrective maintenance activities Assist in office renovation, installation, and maintenance projects Conduct facility inspections including HVAC, lighting, plumbing, and general office maintenance Ensure safety standards and maintenance compliance requirements are maintained Coordinate with contractors, service providers, and vendors when required Maintain maintenance records, inventories, and service schedules Support emergency maintenance requirements and business continuity operations
Candidate Profile Minimum 3 years of experience in maintenance, facilities management, electrical maintenance, or a related field Technical qualification / Diploma / NVQ certification in Electrical, Mechanical, or related discipline will be an added advantage Sound knowledge of electrical troubleshooting and facility maintenance operations Ability to work independently and manage maintenance priorities effectively Good communication and coordination skills Basic computer literacy and documentation skills Ability to respond to urgent maintenance situations when required
We Offer Professional and collaborative work environment Opportunities for learning and career development Exposure to modern facilities and maintenance operations Attractive remuneration package based on qualifications and experience
Please forward your complete resume within 14 days of this advertisement quoting Junior Maintenance Officer in the subject line of your e-mail.
E-mail metrocareers@metropolitan.lk
Contact No 0114 700200 Ext 2625
Address Metropolitan Technologies (Pvt) Ltd
No.150A, Nawala Road, Nawala, Nugegoda."
Engineering,Assistant Electrical Engineer - (Maintenance),Assistant Electrical Engineer - (Maintenance),Colombo,,,,33.0,https://ikman.lk/en/ad/assistant-electrical-engineer-maintenance-colombo-1,"ASSISTANT ELECTRICAL ENGINEER - (MAINTENANCE)
Well reputed Group of Companies (PLC Company) located in Colombo 3 looking for Assistant Electrical Engineer for immediate recruitment.
Please forward your cv to cplanka@outlook.com or whatsapp your cv to .
Required Skills and qualifications Degree in Electrical Engineering or equivalent from a recognized University or institute.
Minimum 05 years of experience in related field.
Experience in building maintenance and BMS operation will be added advantages.
A good working knowledge on HT/LV Electrical distribution systems, HVAC systems, Fire protection and detection systems, Elevators, Escalators will be added advantage.
Knowledge in Energy Management and ISO 50001 will added advantage.
Sound analytical negotiation and leadership skills.
Excellent interpersonal and presentation skills.
An excellent career growth opportunity with an attractive remuneration package will be offer for the right candidate.
Working Days Monday to Friday and Saturday Half day.
Working Hours 8.30am to 5.00pm
Salary LKR. 150,000/- to LKR. 200,000/- + Company benefits offered.
Please forward your cv cplanka@outlook.com
whatsapp your cv to .
Tel /"
Engineering,Site Coordinator,Private Poster,Jaffna,,,,35.0,https://ikman.lk/en/ad/site-coordinator-jaffna-1,"We are seeking a motivated and well-organised Site Coordinator to assist with the day-to-day management of our office construction project. This role involves coordinating labour, materials, and other resources to ensure efficient project delivery, while upholding high standards of safety and quality. The role will also include supporting the sourcing of blue-collar labour as required."
Engineering,ASST. DETAILING ENGINEER - JAFFNA,JAFFNA DRAFTING PVT LTD,Jaffna,,,,36.0,https://ikman.lk/en/ad/asst-detailing-engineer-jaffna-jaffna,"JAFFNA DRAFTING PVT LTD WERE HIRING ASST. DETAILING ENGINEER
(OPEN SLOTS 05)
Were expanding our team and looking talented professionals.
QUALIFICATION Degree/Diploma in Civil
Min 1 Year experience in Detailing English Communication Skill
BENEFITS Competitive salary Government Dues Insurance
Send your CV & Cover Letter to niroshan@jaffnadraft.com 021 221 1393 N 06 Clock Tower Lane, Jaffna www.jaffnadraft.lk"
Engineering,Assistant Site Engineer,Lyceum Global Holdings (Private) Limited,Colombo,,,,42.0,https://ikman.lk/en/ad/assistant-site-engineer-colombo-1,"Key Requirements Minimum of 24 years experience in site supervision within the construction industry. Diploma or equivalent qualification in Civil Engineering / Construction (Degree preferred). Excellent communication and coordination skills. Strong leadership and problem-solving abilities. Ability to maintain safety standards and ensure compliance with company policies and site regulations. Willingness to work at multiple project sites as required.
Key Responsibilities Strong civil and technical knowledge ability to read and interpret drawings and specifications. Familiarity with site safety procedures, quality control, and construction best practices. Excellent organizational and time management skills to monitor multiple tasks and deadlines. Strong leadership and interpersonal skills to manage teams and coordinate with stakeholders. Effective verbal and written communication skills for reporting and documentation.
Work locations Nugegoda and Kahathuduwa
Send your resume to Careers@lyceum.lk
call for more details"
Engineering,Site Engineers â Colombo 5,Site Engineers â Colombo 5,Colombo,,,,42.0,https://ikman.lk/en/ad/site-engineers-colombo-5-colombo-1,"Site Engineers Colombo 5.
Well reputed Electro-Mechanical Company operating in the business verticals of HVAC, MEP, Waste Management and Waste to Energy, located in Colombo 5, looking for Site Engineers for immediate employment. Whatsup your CV Requirements Age Below 40 years.
Good Educational Qualifications required.
At least 3 years experience as a Site Engineer.
Good English and Sinhala communication skills.
Salary LKR 100,000 150,000/- + Company benefits offered.
Working days 5 days. 8.30 to 5.00pm.
Please apply cplanka@outlook.com
Tel / Whatsup"
Engineering,Accident Repair Manager,Euro Motors (Pte) Ltd.,Colombo,,,,50.0,https://ikman.lk/en/ad/accident-repair-manager-colombo,"ACCIDENT REPAIR MANAGER After Sales Accident Repair Division 510 years of experience in the automobile industry. Minimum 35 years in a supervisory or managerial role. Degree or Diploma in Automobile / Mechanical Engineering or an equivalent technical qualification. Strong leadership and team management skills. Excellent communication and customer handling abilities. Sound knowledge of accident repair processes and insurance procedures. Ability to manage operations efficiently and meet deadlines. Attend to customers and assess vehicle accident repair requirements. Coordinate with insurance assessors and prepare accurate repair estimates and quotations. Advise customers on repair procedures, timelines, and related services. Work closely with the Body & Paint workshop team to ensure timely and high-quality repairs. Coordinate with the Spare Parts Division to ensure availability of required parts. Follow up on insurance approvals and liaise with the Finance Department for settlements and payments. Conduct post-repair follow-ups to ensure customer satisfaction and resolve any concerns or complaints. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. Opportunity to lead and manage a key division in a leading automobile company. Competitive salary package commensurate with skills, knowledge, and experience. If you feel you are the right individual for the above position, then apply via of this advert. & 0114 504 504 careers@euromotors.lk"
Designer,Graphic Designer,Global HR Solutions (Pvt) Ltd,Colombo,80000.0,100000.0,90000.0,9.0,https://ikman.lk/en/ad/graphic-designer-colombo-3385,"Graphic Designer
Location Kirulapone (Onsite)
Gender Male / Female
Age 22 - 35 Years
Requirements
Diploma in Graphic Designing, Advertising, Marketing, or a related field from a recognized institute.
Minimum 2 years of experience in graphic design or a similar role
Proficiency in Adobe Creative Suite, including Photoshop, Illustrator, and InDesign
Knowledge of AI-powered design tools will be an added advantage
Strong creativity, visual communication, and attention to detail
Ability to manage multiple projects and meet deadlines
Good communication and teamwork skills
Job Responsibilities
Design creative content for social media, digital marketing campaigns, websites, and print materials
Develop visually appealing advertisements, banners, brochures, flyers, and promotional materials
Create and maintain brand-consistent designs across all platforms
Collaborate with the marketing team to develop creative concepts and campaign visuals
Edit and enhance images, graphics, and videos when required
Stay updated with current design trends and industry best practices
Ensure all designs meet quality standards and project requirements
Manage multiple design projects while meeting deadlines
Contact Details outsource@humanresources.lk (Whatsapp)"
Designer,Fashion Designer,signature,Colombo,,,,9.0,https://ikman.lk/en/ad/fashion-designer-colombo-20,"We re Hiring Fashion Designer
Join the creative team at Hameedia and be part of a leading fashion brand.
Requirements Degree, Diploma, or Professional Qualification in Fashion Design or a related field. Minimum 23 years of experience in fashion design, preferably in the apparel or retail industry. Strong knowledge of fashion trends, fabrics, garment construction, and pattern development. Proficiency in design software such as Adobe Illustrator, Photoshop, or similar tools. Creative mindset with excellent attention to detail. Strong communication and teamwork skills.
Key Responsibilities Research and analyze current fashion trends and market demands. Develop innovative design concepts and seasonal collections. Prepare sketches, technical drawings, and design specifications. Work closely with merchandising and production teams to ensure design execution. Assist in fabric selection, fittings, and sample development. Ensure products align with brand standards and customer expectations"
Designer,Fashion Designer,Signature,Colombo,,,,19.0,https://ikman.lk/en/ad/fashion-designer-colombo-19,"FASHION DESIGNER Degree, Diploma, or Professional Qualification in Fashion Design or a related field. Minimum 23 years of experience in fashion design, preferably in the apparel or retail industry. Strong knowledge of fashion trends, fabrics, garment construction, and pattern development. Proficiency in design software such as Adobe Illustrator, Photoshop, or similar tools. Creative mindset with excellent attention to detail. Strong communication and teamwork skills. Research and analyze current fashion trends and market demands. Develop innovative design concepts and seasonal collections. Prepare sketches, technical drawings, and design specifications. Work closely with merchandising and production teams to ensure design execution. Assist in fabric selection, fittings, and sample development. Ensure products align with brand standards and customer expectations. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & 077 007 0373 dilanslm@signature.lk"
Designer,Interior Designer,Private Poster,Colombo,65000.0,70000.0,67500.0,25.0,https://ikman.lk/en/ad/interior-designer-colombo-37,"Convert this to post which i can post in a advertising web site
Here s a professional job advertisement version you can post on advertising websites, job portals, Facebook, LinkedIn, or Ikman Interior Designer Casa Ceylon Furniture Location Pelawatta, Sri Lanka
Casa Ceylon Furniture is seeking a creative and passionate Interior Designer to join our growing team.
Qualifications Degree or HND in Interior Design Minimum 1 year of experience in interior design Proficiency in AutoCAD and SketchUp (mandatory)
Key Responsibilities Handle showroom clients and understand their interior design requirements Coordinate with clients, contractors, suppliers, and vendors Conduct site measurements and oversee project implementation Visit project sites and factories for design coordination Assist and advise clients throughout the design process Support showroom setup, visual merchandising, and display styling
Requirements Excellent communication and interpersonal skills Strong project coordination abilities Creative eye for design and attention to detail Ability to manage multiple projects and deadlines
What We Offer Opportunity to work with a growing furniture and interior design brand Exposure to residential and commercial projects Supportive and dynamic work environment Career growth opportunities Apply by sending your CV and portfolio to info@casaceylon.lk Work Location Pelawatta
Join Casa Ceylon and help create inspiring living spaces for our clients.
InteriorDesigner InteriorDesignJobs ArchitectureJobs SriLankaJobs Hiring CasaCeylon PelawattaJobs
For Ikman and other job portals, I can alsocreate a shorter, SEO-friendly version that attracts more applicants.
Create a shorter, SEO-friendly version that attracts more applicants Interior Designer Wanted Pelawatta
JoinCasa Ceylon Furnitureand build beautiful interior spaces with a growing Sri Lankan brand.
Requirements Degree/HND in Interior Design Minimum 1 year experience AutoCAD & SketchUp proficiency Strong communication and client-handling skills
Job Responsibilities Meet and advise clients on interior solutions Site visits, measurements & project coordination Work with contractors, suppliers & vendors Assist with showroom styling and visual merchandising Location Pelawatta Send your CV & Portfolio to info@casaceylon.lk
Apply Now and turn creative ideas into stunning spaces"
Designer,3D Designer,Green Builders (Pvt) Ltd,Colombo,,,,26.0,https://ikman.lk/en/ad/3d-designer-colombo,"WE ARE HIRING Position _3D Designer _ Gender -
_Male / Female_
Age Limit Up to 35 Years Required Skills _Revit (Compulsory)_ _Lumion (Compulsory)_ Additional Skills (Optional) _AutoCAD_ _SketchUp_
_ Trainees are Welcome to Apply Candidates with prior experience will have an added advantage._ Company Green Builders (Pvt) Ltd Location Thalawathugoda Contact 011 286 0887 (Surani)"
Designer,Graphic Designer - Social Media,The Factory Outlet,Colombo,60000.0,65000.0,62500.0,40.0,https://ikman.lk/en/ad/graphic-designer-social-media-colombo,"Position Graphic Designer Social Media
Key Requirements Minimum 2 years of experience as a Graphic Designer, preferably handling social media content
Strong understanding of social media marketing, including platform-specific creative formats
Ability to design engaging creatives for posts, stories, reels, and ads
Photography and basic video editing skills will be a strong added advantage
Ability to work in a fast-paced retail environment with multiple deliverables"
Designer,Female Graphic Designers Wanted,Private,Gampaha,,,,23.0,https://ikman.lk/en/ad/female-graphic-designers-wanted-gampaha,"Female Graphic Designers Wanted
Age bettween 20 - 40
Sinhala and English Typing
Photoshop and Coreldraw Skills
Around from Negombo
work time 08 00am to 05 00pm
Salary + OT + Allowance
Send your Applications to Whatsapp"
Designer,Associate - Creative Designer,Rainco Private Limited,Colombo,,,,47.0,https://ikman.lk/en/ad/associate-creative-designer-colombo,"ASSOCIATE - CREATIVE DESIGNER (Colombo 04) Minimum 01 year of experience in a related field will be preferred. Freshers are also encouraged to apply. Certificate or related qualification in Printing Technology (Screen, Digital, Sublimation & Pad Printing) or Graphic Designing will be an added advantage. Proficiency in design and editing software. Good team player with the ability to collaborate effectively across teams. Assist in developing concepts, graphics, and layouts for product illustrations and logo redesigns. Explore new printing and customization options and coordinate sampling activities. Ensure all designs meet production and print specifications. Work closely with the sublimation unit to ensure high-quality and timely production. Assist in managing multiple projects while meeting deadlines and adapting to changing requirements. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & careers@rainco.lk"
Designer,3D Designer,Todno Engineering (Pvt) Ltd.,Kalutara,40000.0,60000.0,50000.0,47.0,https://ikman.lk/en/ad/3d-designer-kalutara,"----------------------------------------------
3D Designer / Graphics designer Vacancy
----------------------------------------------
Aluminium Pantry Sketchup Software 3D Design . Employer Name Todno Engineering (Pvt) Ltd. Job Location - Bandaragama Job type - Full time Male Required education - A/L Age - Above 18 Experience Required -1 Year
Whatsapp your CV - 07777 66255"
Designer,Fashion Designer,Glimmer Pvt Ltd,Colombo,,,,52.0,https://ikman.lk/en/ad/fashion-designer-colombo-18,"WE ARE HIRING Saree Jacket Stitching, Cutting & Dress Making Experts
A reputed saree showroom in Nugegoda is looking for skilled and experienced professionals to join our growing team. Positions Available Saree Jacket Stitching Experts Saree Jacket Cutting Experts Dress Making Experts Requirements Experience in stitching, cutting & dress making Ability to handle customized fittings and trendy designs Neat finishing and attention to detail Ability to work under deadlines Passion for fashion and quality workmanship Location Nugegoda Attractive salary package based on experience Contact / WhatsApp 071 240 9115
Join a professional and creative working environment in the fashion industry"
Analyst,Investment Research Analyst,Legacy Health,Colombo,,,,19.0,https://ikman.lk/en/ad/investment-research-analyst-colombo-11,"Investment Research Analyst 5+ years of relevant experience, preferably in Investment Research, Banking, and/or Corporate Finance. The ability to compile a coherent and logical investment thesis on a company by gaining a detailed understanding of its business and the ability to write concise and crisp investment recommendation reports. A degree in business/accounting/economics or a completed professional qualification such as CIMA, ACCA, or CA Sri Lanka a full/part qualification in CFA will be an added advantage. A highly analytical mind with strong attention to detail. Good written and spoken English communication skills. The ability to work independently and meet deadlines under pressure. Should be willing to work for the US calendar, and working hours would be from 3 00 PM to 12 00 AM (Monday to Friday). Preference will be given to candidates who have high interpersonal skills and a team player who can work well with all levels of employees. Following global industries/markets and analyzing multinational companies to enable our clients to make sound investment decisions. Conducting background research independently and documenting the findings and conclusions in the form of investment research reports. Building and maintaining financial models and generating forecasts as an integral part of the analysis. Applying appropriate absolute and relative valuation methods applicable to various sectors and companies. Competitive salary and benefits package. Opportunities for professional growth and development. A collaborative and inclusive work environment. Exposure to global markets and investment strategies. Work with a team of experienced investment professionals. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
Analyst,Investment Research Analyst,Legacy Health,Colombo,,,,19.0,https://ikman.lk/en/ad/investment-research-analyst-colombo-12,"Investment Research Analyst 5+ years of relevant experience, preferably in Investment Research, Banking, and/or Corporate Finance. The ability to compile a coherent and logical investment thesis on a company by gaining a detailed understanding of its business and the ability to write concise and crisp investment recommendation reports. A degree in business/accounting/economics or a completed professional qualification such as CIMA, ACCA, or CA Sri Lanka a full/part qualification in CFA will be an added advantage. A highly analytical mind with strong attention to detail. Good written and spoken English communication skills. The ability to work independently and meet deadlines under pressure. Should be willing to work for the US calendar, and working hours would be from 3 00 PM to 12 00 AM (Monday to Friday). Preference will be given to candidates who have high interpersonal skills and a team player who can work well with all levels of employees. Following global industries/markets and analyzing multinational companies to enable our clients to make sound investment decisions. Conducting background research independently and documenting the findings and conclusions in the form of investment research reports. Building and maintaining financial models and generating forecasts as an integral part of the analysis. Applying appropriate absolute and relative valuation methods applicable to various sectors and companies. Competitive salary and benefits package. Opportunities for professional growth and development. A collaborative and inclusive work environment. Exposure to global markets and investment strategies. Work with a team of experienced investment professionals. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
Analyst,Investment Research Analyst,Legacy Health,Colombo,,,,19.0,https://ikman.lk/en/ad/investment-research-analyst-colombo-9,"Investment Research Analyst 5+ years of relevant experience, preferably in Investment Research, Banking, and/or Corporate Finance. The ability to compile a coherent and logical investment thesis on a company by gaining a detailed understanding of its business and the ability to write concise and crisp investment recommendation reports. A degree in business/accounting/economics or a completed professional qualification such as CIMA, ACCA, or CA Sri Lanka a full/part qualification in CFA will be an added advantage. A highly analytical mind with strong attention to detail. Good written and spoken English communication skills. The ability to work independently and meet deadlines under pressure. Should be willing to work for the US calendar, and working hours would be from 3 00 PM to 12 00 AM (Monday to Friday). Preference will be given to candidates who have high interpersonal skills and a team player who can work well with all levels of employees. Following global industries/markets and analyzing multinational companies to enable our clients to make sound investment decisions. Conducting background research independently and documenting the findings and conclusions in the form of investment research reports. Building and maintaining financial models and generating forecasts as an integral part of the analysis. Applying appropriate absolute and relative valuation methods applicable to various sectors and companies. Competitive salary and benefits package. Opportunities for professional growth and development. A collaborative and inclusive work environment. Exposure to global markets and investment strategies. Work with a team of experienced investment professionals. If you feel you are the right individual for the above position, then apply via of this advert. & asath.afham@legacyhealthllc.com"
